Doc,Token,Token_Index,Sent_Token_Index,Chunk_Index
Detecting and explaining unfairness in consumer contracts through memory networks,(,407,16,3
Detecting and explaining unfairness in consumer contracts through memory networks,Lippi,408,16,3
Detecting and explaining unfairness in consumer contracts through memory networks,et,409,16,3
Detecting and explaining unfairness in consumer contracts through memory networks,al,410,16,3
Detecting and explaining unfairness in consumer contracts through memory networks,.,411,16,3
Detecting and explaining unfairness in consumer contracts through memory networks,2019a,412,17,3
Detecting and explaining unfairness in consumer contracts through memory networks,),413,17,3
Detecting and explaining unfairness in consumer contracts through memory networks,.,414,17,3
Detecting and explaining unfairness in consumer contracts through memory networks,Among,415,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,other,416,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,initiatives,417,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,",",418,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,the,419,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,CLAUDETTE,420,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,project,421,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,1,422,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,undertook,423,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,the,424,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,challenge,425,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,of,426,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,consumer,427,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,empowerment,428,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,via,429,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,AI,430,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,",",431,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,by,432,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,investigating,433,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,ways,434,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,to,435,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,automate,436,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,reading,437,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,and,438,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,legal,439,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,assessment,440,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,of,441,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,online,442,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,consumer,443,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,contracts,444,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,and,445,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,privacy,446,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,policies,447,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,with,448,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,natural,449,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,language,450,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,processing,451,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,techniques,452,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,",",453,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,so,454,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,as,455,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,to,456,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,evaluate,457,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,their,458,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,compliance,459,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,with,460,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,EU,461,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,consumer,462,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,and,463,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,data,464,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,protection,465,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,law,466,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,.,467,18,3
Detecting and explaining unfairness in consumer contracts through memory networks,A,468,19,3
Detecting and explaining unfairness in consumer contracts through memory networks,web,469,19,3
Detecting and explaining unfairness in consumer contracts through memory networks,service,470,19,3
Detecting and explaining unfairness in consumer contracts through memory networks,developed,471,19,3
Detecting and explaining unfairness in consumer contracts through memory networks,and,472,19,3
Detecting and explaining unfairness in consumer contracts through memory networks,maintained,473,19,3
Detecting and explaining unfairness in consumer contracts through memory networks,by,474,19,3
Detecting and explaining unfairness in consumer contracts through memory networks,the,475,19,3
Detecting and explaining unfairness in consumer contracts through memory networks,project,476,19,3
Detecting and explaining unfairness in consumer contracts through memory networks,automatically,477,19,3
Detecting and explaining unfairness in consumer contracts through memory networks,analyzes,478,19,3
Detecting and explaining unfairness in consumer contracts through memory networks,any,479,19,3
Detecting and explaining unfairness in consumer contracts through memory networks,ToS,480,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,a,481,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,user,482,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,may,483,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,feed,484,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,it,485,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,",",486,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,and,487,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,returns,488,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,an,489,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,annotated,490,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,version,491,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,of,492,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,the,493,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,same,494,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,document,495,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,",",496,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,which,497,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,highlights,498,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,the,499,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,potentially,500,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,unfair,501,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,clauses,502,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,it,503,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,contains,504,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,(,505,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,Lippi,506,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,et,507,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,al,508,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,.,509,19,4
Detecting and explaining unfairness in consumer contracts through memory networks,2019b,510,20,4
Detecting and explaining unfairness in consumer contracts through memory networks,),511,20,4
Detecting and explaining unfairness in consumer contracts through memory networks,.,512,20,4
Detecting and explaining unfairness in consumer contracts through memory networks,2,513,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,While,514,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,this,515,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,constitutes,516,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,a,517,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,noteworthy,518,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,first,519,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,step,520,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,",",521,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,it,522,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,suffers,523,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,from,524,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,poor,525,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,transparency,526,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,.,527,21,4
Detecting and explaining unfairness in consumer contracts through memory networks,In,528,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,other,529,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,words,530,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,",",531,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,however,532,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,accurate,533,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,a,534,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,system,535,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,like,536,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,CLAUDETTE,537,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,may,538,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,be,539,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,",",540,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,it,541,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,can,542,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,hardly,543,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,explain,544,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,its,545,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,output,546,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,.,547,22,4
Detecting and explaining unfairness in consumer contracts through memory networks,This,548,23,4
Detecting and explaining unfairness in consumer contracts through memory networks,shortcoming,549,23,4
Detecting and explaining unfairness in consumer contracts through memory networks,is,550,23,4
Detecting and explaining unfairness in consumer contracts through memory networks,not,551,23,4
Detecting and explaining unfairness in consumer contracts through memory networks,specific,552,23,4
Detecting and explaining unfairness in consumer contracts through memory networks,to,553,23,4
Detecting and explaining unfairness in consumer contracts through memory networks,this,554,23,4
Detecting and explaining unfairness in consumer contracts through memory networks,particular,555,23,4
Detecting and explaining unfairness in consumer contracts through memory networks,system,556,23,4
Detecting and explaining unfairness in consumer contracts through memory networks,.,557,23,4
Detecting and explaining unfairness in consumer contracts through memory networks,Indeed,558,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,",",559,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,in,560,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,recent,561,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,years,562,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,a,563,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,rich,564,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,debate,565,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,has,566,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,flourished,567,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,around,568,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,the,569,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,opacity,570,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,of,571,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,AI,572,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,systems,573,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,that,574,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,",",575,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,in,576,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,terms,577,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,of,578,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,accuracy,579,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,",",580,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,offer,581,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,unprecedented,582,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,results,583,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,",",584,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,but,585,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,at,586,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,the,587,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,same,588,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,time,589,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,can,590,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,not,591,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,be,592,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,easily,593,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,inspected,594,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,in,595,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,order,596,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,to,597,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,find,598,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,reasons,599,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,behind,600,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,blatant,601,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,and,602,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,even,603,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,possibly,604,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,dangerous,605,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,mistakes,606,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,.,607,24,4
Detecting and explaining unfairness in consumer contracts through memory networks,This,608,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,adds,609,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,to,610,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,the,611,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,growing,612,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,concern,613,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,that,614,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,data-driven,615,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,machine-learning,616,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,systems,617,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,may,618,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,exasperate,619,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,existing,620,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,biases,621,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,and,622,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,social,623,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,inequalities,624,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,(,625,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,O'Neil,626,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,2016,627,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,;,628,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,Lippi,629,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,et,630,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,al,631,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,.,632,25,4
Detecting and explaining unfairness in consumer contracts through memory networks,2020,633,26,4
Detecting and explaining unfairness in consumer contracts through memory networks,),634,26,4
Detecting and explaining unfairness in consumer contracts through memory networks,.,635,26,4
Detecting and explaining unfairness in consumer contracts through memory networks,The,636,27,4
Detecting and explaining unfairness in consumer contracts through memory networks,debate,637,27,4
Detecting and explaining unfairness in consumer contracts through memory networks,is,638,27,4
Detecting and explaining unfairness in consumer contracts through memory networks,very,639,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,lively,640,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,as,641,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,it,642,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,involves,643,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,thinkers,644,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,with,645,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,all,646,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,sorts,647,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,of,648,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,backgrounds,649,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,and,650,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,complementary,651,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,perspectives,652,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,",",653,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,governments,654,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,",",655,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,and,656,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,",",657,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,to,658,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,some,659,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,extent,660,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,",",661,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,the,662,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,entire,663,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,civil,664,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,society,665,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,.,666,27,5
Detecting and explaining unfairness in consumer contracts through memory networks,There,667,28,5
Detecting and explaining unfairness in consumer contracts through memory networks,are,668,28,5
Detecting and explaining unfairness in consumer contracts through memory networks,good,669,28,5
Detecting and explaining unfairness in consumer contracts through memory networks,reasons,670,28,5
Detecting and explaining unfairness in consumer contracts through memory networks,for,671,28,5
Detecting and explaining unfairness in consumer contracts through memory networks,such,672,28,5
Detecting and explaining unfairness in consumer contracts through memory networks,a,673,28,5
Detecting and explaining unfairness in consumer contracts through memory networks,great,674,28,5
Detecting and explaining unfairness in consumer contracts through memory networks,interest,675,28,5
Detecting and explaining unfairness in consumer contracts through memory networks,.,676,28,5
Detecting and explaining unfairness in consumer contracts through memory networks,Research,677,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,in,678,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,social,679,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,science,680,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,suggests,681,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,that,682,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,providing,683,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,explanations,684,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,for,685,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,recommended,686,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,actions,687,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,deeply,688,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,influences,689,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,users,690,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,',691,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,confidence,692,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,in,693,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,",",694,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,and,695,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,acceptance,696,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,of,697,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,",",698,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,AI-based,699,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,decisions,700,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,and,701,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,recommendations,702,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,(,703,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,Cramer,704,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,et,705,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,al,706,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,.,707,29,5
Detecting and explaining unfairness in consumer contracts through memory networks,2008,708,30,5
Detecting and explaining unfairness in consumer contracts through memory networks,),709,30,5
Detecting and explaining unfairness in consumer contracts through memory networks,.,710,30,5
Detecting and explaining unfairness in consumer contracts through memory networks,From,711,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,this,712,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,viewpoint,713,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,",",714,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,consumers,715,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,",",716,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,their,717,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,organizations,718,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,",",719,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,and,720,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,legal,721,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,experts,722,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,want,723,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,to,724,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,understand,725,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,why,726,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,a,727,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,certain,728,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,conclusion,729,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,is,730,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,made,731,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,before,732,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,accepting,733,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,AI,734,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,response,735,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,.,736,31,5
Detecting and explaining unfairness in consumer contracts through memory networks,In,737,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,our,738,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,opinion,739,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,",",740,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,a,741,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,promising,742,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,approach,743,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,to,744,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,associating,745,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,explanations,746,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,to,747,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,the,748,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,outcomes,749,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,of,750,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,neural-network,751,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,classifiers,752,32,5
Detecting and explaining unfairness in consumer contracts through memory networks,could,753,32,6
Detecting and explaining unfairness in consumer contracts through memory networks,be,754,32,6
Detecting and explaining unfairness in consumer contracts through memory networks,enabled,755,32,6
Detecting and explaining unfairness in consumer contracts through memory networks,by,756,32,6
Detecting and explaining unfairness in consumer contracts through memory networks,Memory-Augmented,757,32,6
Detecting and explaining unfairness in consumer contracts through memory networks,Neural,758,32,6
Detecting and explaining unfairness in consumer contracts through memory networks,Networks,759,32,6
Detecting and explaining unfairness in consumer contracts through memory networks,or,760,32,6
Detecting and explaining unfairness in consumer contracts through memory networks,MANNs,761,32,6
Detecting and explaining unfairness in consumer contracts through memory networks,(,762,32,6
Detecting and explaining unfairness in consumer contracts through memory networks,Sukhbaatar,763,32,6
Detecting and explaining unfairness in consumer contracts through memory networks,et,764,32,6
Detecting and explaining unfairness in consumer contracts through memory networks,al,765,32,6
Detecting and explaining unfairness in consumer contracts through memory networks,.,766,32,6
Detecting and explaining unfairness in consumer contracts through memory networks,2015,767,33,6
Detecting and explaining unfairness in consumer contracts through memory networks,),768,33,6
Detecting and explaining unfairness in consumer contracts through memory networks,.,769,33,6
Detecting and explaining unfairness in consumer contracts through memory networks,The,770,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,basic,771,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,idea,772,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,behind,773,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,MANNs,774,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,is,775,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,to,776,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,combine,777,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,the,778,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,successful,779,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,learning,780,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,strategies,781,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,developed,782,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,in,783,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,the,784,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,machine,785,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,learning,786,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,literature,787,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,for,788,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,inference,789,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,with,790,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,a,791,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,memory,792,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,component,793,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,that,794,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,can,795,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,be,796,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,read,797,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,and,798,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,written,799,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,to,800,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,.,801,34,6
Detecting and explaining unfairness in consumer contracts through memory networks,Consider,802,35,6
Detecting and explaining unfairness in consumer contracts through memory networks,for,803,35,6
Detecting and explaining unfairness in consumer contracts through memory networks,instance,804,35,6
Detecting and explaining unfairness in consumer contracts through memory networks,the,805,35,6
Detecting and explaining unfairness in consumer contracts through memory networks,following,806,35,6
Detecting and explaining unfairness in consumer contracts through memory networks,story,807,35,6
Detecting and explaining unfairness in consumer contracts through memory networks,:,808,35,6
Detecting and explaining unfairness in consumer contracts through memory networks,Joe,809,35,6
Detecting and explaining unfairness in consumer contracts through memory networks,went,810,35,6
Detecting and explaining unfairness in consumer contracts through memory networks,to,811,35,6
Detecting and explaining unfairness in consumer contracts through memory networks,the,812,35,6
Detecting and explaining unfairness in consumer contracts through memory networks,kitchen,813,35,6
Detecting and explaining unfairness in consumer contracts through memory networks,.,814,35,6
Detecting and explaining unfairness in consumer contracts through memory networks,Fred,815,36,6
Detecting and explaining unfairness in consumer contracts through memory networks,went,816,36,6
Detecting and explaining unfairness in consumer contracts through memory networks,to,817,36,6
Detecting and explaining unfairness in consumer contracts through memory networks,the,818,36,6
Detecting and explaining unfairness in consumer contracts through memory networks,kitchen,819,36,6
